loan_id,account_id,date_of_loan,amount_loan,duration_loan,payments_loan,status_loan,district_id,frequency_account,date_of_creation,n.of trans,op 1,op 2,op 3,op 4,op 5,type 1,type 2,type 3,avg trans amount,avg trans balance,n_banks,name,region,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,unemploymant rate '96,no. of enterpreneurs per 1000 inhabitants,no. of commited crimes '95,no. of commited crimes '96 ,disp_id,client_id,type,nr_clients,card_id,card type,issued,birth_number,birth_date,sex
6012.0,4994.0,960803.0,258444.0,36.0,7179.0,1.0,1.0,weekly issuance,960111.0,16.0,7.0,,4.0,,,4.0,,12.0,8680.76,40688.14,0.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,6033,6033.0,OWNER,1.0,,,,660527,660527,1
5385.0,2143.0,960909.0,71460.0,36.0,1985.0,1.0,1.0,monthly issuance,960113.0,31.0,9.0,,12.0,,3.0,15.0,,16.0,10132.92,49220.98,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,2592,2592.0,OWNER,2.0,,,,805831,800831,0
7194.0,10762.0,960917.0,68832.0,36.0,1912.0,1.0,1.0,monthly issuance,951023.0,53.0,14.0,,23.0,,6.0,29.0,,24.0,7828.98,37557.05,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,12923,13231.0,OWNER,1.0,,,,590701,590701,1
5375.0,2106.0,961003.0,101520.0,12.0,8460.0,1.0,1.0,monthly issuance,960201.0,38.0,10.0,,16.0,,4.0,20.0,,18.0,5370.04,26449.09,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,2550,2550.0,OWNER,1.0,,,,766012,761012,0
5635.0,3230.0,961004.0,77184.0,36.0,2144.0,1.0,1.0,monthly issuance,950311.0,77.0,20.0,,41.0,,,39.0,2.0,36.0,14561.26,50722.27,0.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,3907,3907.0,OWNER,1.0,,,,546209,541209,0
6817.0,9024.0,961004.0,70656.0,48.0,1472.0,1.0,1.0,monthly issuance,960105.0,53.0,11.0,,20.0,,4.0,24.0,,29.0,5188.34,32646.85,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,10806,11114.0,OWNER,1.0,,,,520726,520726,1
6309.0,6434.0,961111.0,110136.0,24.0,4589.0,1.0,1.0,monthly issuance,950508.0,63.0,17.0,,28.0,,6.0,34.0,,29.0,11660.54,50815.8,1.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,7765,7765.0,OWNER,1.0,,,,585224,580224,0
6940.0,9510.0,961122.0,228276.0,36.0,6341.0,1.0,1.0,monthly issuance,960609.0,20.0,8.0,,7.0,,,7.0,,13.0,7186.86,41402.13,0.0,Hl.m. Praha,Prague,1204953.0,0.0,0.0,0.0,1.0,1.0,100.0,12541.0,0.29,0.43,167.0,85677,99107.0,11401,11709.0,OWNER,2.0,,,,610803,610803,1
6687.0,8261.0,930913.0,87840.0,24.0,3660.0,1.0,13.0,monthly issuance,930512.0,17.0,2.0,,3.0,4.0,,3.0,,14.0,9496.93,46318.55,1.0,Rakovnik,central Bohemia,53921.0,61.0,22.0,1.0,1.0,2.0,41.3,8598.0,2.77,3.26,123.0,1597,1875.0,9892,10200.0,OWNER,2.0,,,,805216,800216,0
6027.0,5066.0,960210.0,61656.0,24.0,2569.0,-1.0,13.0,weekly issuance,950827.0,12.0,6.0,,3.0,,,3.0,,9.0,16007.96,44763.46,0.0,Rakovnik,central Bohemia,53921.0,61.0,22.0,1.0,1.0,2.0,41.3,8598.0,2.77,3.26,123.0,1597,1875.0,6115,6115.0,OWNER,1.0,,,,536225,531225,0
6137.0,5574.0,960410.0,44628.0,12.0,3719.0,1.0,13.0,weekly issuance,940714.0,146.0,2.0,,87.0,21.0,16.0,91.0,12.0,43.0,14238.08,49477.32,2.0,Rakovnik,central Bohemia,53921.0,61.0,22.0,1.0,1.0,2.0,41.3,8598.0,2.77,3.26,123.0,1597,1875.0,6731,6731.0,OWNER,1.0,,,,431126,431126,1
5082.0,501.0,961024.0,262980.0,60.0,4383.0,1.0,13.0,monthly issuance,951021.0,56.0,13.0,,32.0,,,32.0,,24.0,7310.24,41729.62,0.0,Rakovnik,central Bohemia,53921.0,61.0,22.0,1.0,1.0,2.0,41.3,8598.0,2.77,3.26,123.0,1597,1875.0,603,603.0,OWNER,1.0,,,,665309,660309,0
7284.0,11265.0,930915.0,52788.0,12.0,4399.0,1.0,15.0,monthly issuance,930114.0,43.0,14.0,,14.0,,8.0,22.0,,21.0,3714.9,22198.18,2.0,Cesky Krumlov,south Bohemia,58796.0,22.0,16.0,7.0,1.0,5.0,51.9,9045.0,3.13,3.6,124.0,1845,1879.0,13537,13845.0,OWNER,1.0,,,,730216,730216,1
6210.0,5927.0,940606.0,87216.0,48.0,1817.0,-1.0,15.0,monthly issuance,931126.0,33.0,3.0,,12.0,6.0,,11.0,1.0,21.0,4041.38,28362.25,1.0,Cesky Krumlov,south Bohemia,58796.0,22.0,16.0,7.0,1.0,5.0,51.9,9045.0,3.13,3.6,124.0,1845,1879.0,7166,7166.0,OWNER,1.0,,,,640513,640513,1
5980.0,4825.0,950818.0,21396.0,12.0,1783.0,1.0,15.0,monthly issuance,940604.0,78.0,5.0,,44.0,15.0,,38.0,6.0,34.0,4644.44,30812.95,1.0,Cesky Krumlov,south Bohemia,58796.0,22.0,16.0,7.0,1.0,5.0,51.9,9045.0,3.13,3.6,124.0,1845,1879.0,5826,5826.0,OWNER,2.0,,,,680909,680909,1
6144.0,5593.0,960809.0,44376.0,12.0,3698.0,1.0,15.0,monthly issuance,960227.0,39.0,13.0,,17.0,,4.0,16.0,5.0,18.0,15332.39,53505.22,1.0,Cesky Krumlov,south Bohemia,58796.0,22.0,16.0,7.0,1.0,5.0,51.9,9045.0,3.13,3.6,124.0,1845,1879.0,6753,6753.0,OWNER,1.0,,,,620523,620523,1
6111.0,5428.0,930924.0,174744.0,24.0,7281.0,-1.0,24.0,monthly issuance,930414.0,32.0,11.0,,16.0,,,14.0,2.0,16.0,11557.95,37485.46,0.0,Karlovy Vary,west Bohemia,122603.0,25.0,21.0,6.0,2.0,8.0,80.0,8991.0,1.39,2.01,128.0,5198,5273.0,6551,6551.0,OWNER,1.0,,,,485812,480812,0
6650.0,8073.0,940217.0,49320.0,12.0,4110.0,-1.0,24.0,issuance after transaction,930903.0,49.0,12.0,,22.0,,10.0,30.0,2.0,17.0,10548.36,46576.28,2.0,Karlovy Vary,west Bohemia,122603.0,25.0,21.0,6.0,2.0,8.0,80.0,8991.0,1.39,2.01,128.0,5198,5273.0,9665,9973.0,OWNER,1.0,,,,456003,451003,0
7034.0,10001.0,960711.0,19044.0,36.0,529.0,1.0,24.0,monthly issuance,950528.0,69.0,16.0,,40.0,,,40.0,,29.0,6600.44,43121.76,0.0,Karlovy Vary,west Bohemia,122603.0,25.0,21.0,6.0,2.0,8.0,80.0,8991.0,1.39,2.01,128.0,5198,5273.0,11995,12303.0,OWNER,1.0,,,,745405,740405,0
5897.0,4476.0,960925.0,15192.0,24.0,633.0,1.0,24.0,monthly issuance,941110.0,169.0,26.0,,68.0,,54.0,122.0,,47.0,4099.69,29941.91,3.0,Karlovy Vary,west Bohemia,122603.0,25.0,21.0,6.0,2.0,8.0,80.0,8991.0,1.39,2.01,128.0,5198,5273.0,5399,5399.0,OWNER,1.0,,,,726227,721227,0
7235.0,10973.0,931013.0,154416.0,48.0,3217.0,1.0,18.0,weekly issuance,930420.0,32.0,10.0,,16.0,,,14.0,2.0,16.0,9740.15,46715.8,0.0,Pisek,south Bohemia,70699.0,60.0,13.0,2.0,1.0,4.0,65.3,8968.0,2.83,3.35,131.0,1740,1910.0,13182,13490.0,OWNER,1.0,,,,695525,690525,0
5997.0,4894.0,931104.0,117024.0,24.0,4876.0,1.0,14.0,monthly issuance,930620.0,13.0,1.0,,4.0,4.0,,4.0,,9.0,14122.58,44131.17,1.0,Ceske Budejovice,south Bohemia,177686.0,69.0,27.0,10.0,1.0,9.0,74.8,10045.0,1.42,1.71,135.0,6604,6295.0,5911,5911.0,OWNER,1.0,,,,351003,351003,1
6734.0,8547.0,960530.0,173016.0,36.0,4806.0,1.0,14.0,weekly issuance,950717.0,94.0,29.0,,47.0,,,42.0,5.0,47.0,13519.83,61799.24,0.0,Ceske Budejovice,south Bohemia,177686.0,69.0,27.0,10.0,1.0,9.0,74.8,10045.0,1.42,1.71,135.0,6604,6295.0,10235,10543.0,OWNER,1.0,,,,455223,450223,0
5611.0,3115.0,961115.0,321180.0,60.0,5353.0,1.0,14.0,monthly issuance,960327.0,38.0,2.0,,17.0,8.0,4.0,18.0,3.0,17.0,13585.03,40524.46,2.0,Ceske Budejovice,south Bohemia,177686.0,69.0,27.0,10.0,1.0,9.0,74.8,10045.0,1.42,1.71,135.0,6604,6295.0,3767,3767.0,OWNER,2.0,,,,360907,360907,1
7101.0,10297.0,961118.0,421008.0,48.0,8771.0,1.0,14.0,monthly issuance,960119.0,50.0,13.0,,22.0,,6.0,28.0,,22.0,8521.96,37436.42,1.0,Ceske Budejovice,south Bohemia,177686.0,69.0,27.0,10.0,1.0,9.0,74.8,10045.0,1.42,1.71,135.0,6604,6295.0,12354,12662.0,OWNER,1.0,,,,530601,530601,1
7121.0,10364.0,931110.0,21924.0,36.0,609.0,1.0,55.0,monthly issuance,930117.0,45.0,12.0,,19.0,,5.0,24.0,,21.0,5957.54,34272.21,1.0,Brno - venkov,south Moravia,157042.0,49.0,70.0,18.0,0.0,9.0,33.9,8743.0,1.88,2.43,111.0,3659,3894.0,12446,12754.0,OWNER,2.0,,,,600820,600820,1
6064.0,5215.0,940804.0,14628.0,12.0,1219.0,1.0,55.0,monthly issuance,930701.0,102.0,16.0,,40.0,,33.0,73.0,,29.0,4093.04,32788.14,2.0,Brno - venkov,south Moravia,157042.0,49.0,70.0,18.0,0.0,9.0,33.9,8743.0,1.88,2.43,111.0,3659,3894.0,6301,6301.0,OWNER,1.0,,,,495308,490308,0
7061.0,10105.0,940827.0,121896.0,24.0,5079.0,1.0,55.0,monthly issuance,930428.0,93.0,24.0,,54.0,,,47.0,7.0,39.0,13230.34,54422.6,0.0,Brno - venkov,south Moravia,157042.0,49.0,70.0,18.0,0.0,9.0,33.9,8743.0,1.88,2.43,111.0,3659,3894.0,12124,12432.0,OWNER,1.0,,,,650307,650307,1
6624.0,7965.0,940930.0,71460.0,12.0,5955.0,1.0,55.0,monthly issuance,931108.0,43.0,12.0,,19.0,,4.0,22.0,1.0,20.0,10433.44,47991.53,1.0,Brno - venkov,south Moravia,157042.0,49.0,70.0,18.0,0.0,9.0,33.9,8743.0,1.88,2.43,111.0,3659,3894.0,9536,9844.0,OWNER,2.0,,,,450803,450803,1
7154.0,10520.0,961205.0,417600.0,60.0,6960.0,1.0,55.0,issuance after transaction,951024.0,34.0,8.0,4.0,9.0,,,13.0,,21.0,8159.97,43196.74,0.0,Brno - venkov,south Moravia,157042.0,49.0,70.0,18.0,0.0,9.0,33.9,8743.0,1.88,2.43,111.0,3659,3894.0,12635,12943.0,OWNER,1.0,1187.0,gold,960717.0,701012,701012,1
6077.0,5270.0,931122.0,79608.0,24.0,3317.0,1.0,44.0,monthly issuance,930113.0,53.0,1.0,,31.0,11.0,,28.0,3.0,22.0,17600.36,69954.57,1.0,Chrudim,east Bohemia,105606.0,77.0,26.0,7.0,2.0,7.0,53.0,8254.0,2.79,3.76,97.0,2166,2325.0,6367,6367.0,OWNER,1.0,,,,700428,700428,1
6103.0,5385.0,940407.0,149340.0,60.0,2489.0,1.0,44.0,weekly issuance,930521.0,56.0,3.0,,27.0,10.0,6.0,32.0,1.0,23.0,5778.79,29069.12,1.0,Chrudim,east Bohemia,105606.0,77.0,26.0,7.0,2.0,7.0,53.0,8254.0,2.79,3.76,97.0,2166,2325.0,6499,6499.0,OWNER,1.0,,,,630201,630201,1
7227.0,10942.0,951002.0,314520.0,60.0,5242.0,1.0,44.0,weekly issuance,940605.0,130.0,40.0,,62.0,,12.0,72.0,2.0,56.0,15168.36,63527.42,1.0,Chrudim,east Bohemia,105606.0,77.0,26.0,7.0,2.0,7.0,53.0,8254.0,2.79,3.76,97.0,2166,2325.0,13143,13451.0,OWNER,1.0,,,,556118,551118,0
5593.0,3037.0,960418.0,277884.0,36.0,7719.0,-1.0,44.0,monthly issuance,940526.0,117.0,26.0,,71.0,,,70.0,1.0,46.0,10720.31,46487.0,0.0,Chrudim,east Bohemia,105606.0,77.0,26.0,7.0,2.0,7.0,53.0,8254.0,2.79,3.76,97.0,2166,2325.0,3670,3670.0,OWNER,1.0,,,,805917,800917,0
6474.0,7190.0,950606.0,63360.0,60.0,1056.0,1.0,49.0,monthly issuance,930906.0,119.0,29.0,,54.0,,16.0,70.0,,49.0,3181.77,29108.36,1.0,Semily,east Bohemia,75685.0,31.0,28.0,5.0,1.0,9.0,60.8,8208.0,1.89,2.26,155.0,1660,2123.0,8677,8677.0,OWNER,2.0,,,,550814,550814,1
5523.0,2705.0,931208.0,93888.0,36.0,2608.0,1.0,63.0,issuance after transaction,930705.0,19.0,2.0,,7.0,5.0,,7.0,,12.0,7121.92,37510.49,1.0,Vyskov,south Moravia,86513.0,38.0,36.0,5.0,1.0,5.0,50.5,8288.0,3.79,4.52,110.0,1562,1460.0,3264,3264.0,OWNER,1.0,,,,506020,501020,0
5657.0,3354.0,940705.0,4980.0,12.0,415.0,1.0,63.0,monthly issuance,931105.0,46.0,11.0,,17.0,,10.0,27.0,,19.0,3932.5,30533.37,3.0,Vyskov,south Moravia,86513.0,38.0,36.0,5.0,1.0,5.0,50.5,8288.0,3.79,4.52,110.0,1562,1460.0,4056,4056.0,OWNER,1.0,,,,525726,520726,0
6526.0,7523.0,950103.0,288468.0,36.0,8013.0,1.0,63.0,monthly issuance,940829.0,17.0,6.0,,3.0,,,3.0,,14.0,8402.38,36999.52,0.0,Vyskov,south Moravia,86513.0,38.0,36.0,5.0,1.0,5.0,50.5,8288.0,3.79,4.52,110.0,1562,1460.0,9008,9316.0,OWNER,1.0,,,,586026,581026,0
